source_ticker,target_ticker,target_name,category,supply_chain_stage,connection_type,relationship,importance,risk_note
LSCC,NVDA,NVIDIA,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,NVIDIA ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Lattice Semiconductor.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
LSCC,QCOM,Qualcomm,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Qualcomm ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Lattice Semiconductor.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
LSCC,TSM,TSMC,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,TSMC ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Lattice Semiconductor.,Hoch,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
LSCC,AAOI,Applied Optoelectronics,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Applied Optoelectronics ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Lattice Semiconductor.,Mittel,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
LSCC,ACLS,Axcelis,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Axcelis ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Lattice Semiconductor.,Mittel,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
LSCC,ADI,Analog Devices,Halbleiter / KI-Chips,4 - Halbleiter / Chip-Wertschöpfung,Lieferkette / Halbleiter-Ökosystem,Analog Devices ist Teil des gleichen Themen-/Lieferkettenclusters 'Halbleiter / KI-Chips' wie Lattice Semiconductor.,Mittel,"Zyklik, Taiwan-Risiko, Exportkontrollen und Lagerbestände beachten"
LUNR,LMT,Lockheed Martin,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Lockheed Martin ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Intuitive Machines.,Hoch,"Politische Budgets, Exportregeln und Projektzyklen beachten"
LUNR,NOC,Northrop Grumman,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Northrop Grumman ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Intuitive Machines.,Hoch,"Politische Budgets, Exportregeln und Projektzyklen beachten"
LUNR,RHM.DE,Rheinmetall,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Rheinmetall ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Intuitive Machines.,Hoch,"Politische Budgets, Exportregeln und Projektzyklen beachten"
LUNR,RTX,RTX,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,RTX ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Intuitive Machines.,Hoch,"Politische Budgets, Exportregeln und Projektzyklen beachten"
LUNR,ACHR,Archer Aviation,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Archer Aviation ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Intuitive Machines.,Mittel,"Politische Budgets, Exportregeln und Projektzyklen beachten"
LUNR,AIR.DE,Airbus,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Airbus ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Intuitive Machines.,Mittel,"Politische Budgets, Exportregeln und Projektzyklen beachten"
LUNR,AIR.PA,Airbus,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Airbus ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Intuitive Machines.,Mittel,"Politische Budgets, Exportregeln und Projektzyklen beachten"
LUNR,ASTS,AST SpaceMobile,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,AST SpaceMobile ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Intuitive Machines.,Mittel,"Politische Budgets, Exportregeln und Projektzyklen beachten"
LUNR,AVAV,AeroVironment,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,AeroVironment ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Intuitive Machines.,Mittel,"Politische Budgets, Exportregeln und Projektzyklen beachten"
LUNR,AXON,Axon Enterprise,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Axon Enterprise ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Intuitive Machines.,Mittel,"Politische Budgets, Exportregeln und Projektzyklen beachten"
LUNR,BA,Boeing,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,Boeing ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Intuitive Machines.,Mittel,"Politische Budgets, Exportregeln und Projektzyklen beachten"
LUNR,GD,General Dynamics,Defense / Aerospace / Drones / Space,9 - Defense / Aerospace / Sicherheit,Geopolitik / Defense-Ökosystem,General Dynamics ist Teil des gleichen Themen-/Lieferkettenclusters 'Defense / Aerospace / Drones / Space' wie Intuitive Machines.,Mittel,"Politische Budgets, Exportregeln und Projektzyklen beachten"
LYC.AX,373220.KS,LG Energy Solution,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,LG Energy Solution ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LYNAS FPO [LYC].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
LYC.AX,7203.T,TOYOTA MOTOR CORP,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,TOYOTA MOTOR CORP ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LYNAS FPO [LYC].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
LYC.AX,AEVA,"Aeva Technologies, Inc.",Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,"Aeva Technologies, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LYNAS FPO [LYC].",Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
LYC.AX,ALB,Albemarle,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Albemarle ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LYNAS FPO [LYC].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
LYC.AX,AUR,"Aurora Innovation, Inc.",Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,"Aurora Innovation, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LYNAS FPO [LYC].",Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
LYC.AX,BHP,BHP,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,BHP ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LYNAS FPO [LYC].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
LYC.AX,ENPH,Enphase Energy,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Enphase Energy ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LYNAS FPO [LYC].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
LYC.AX,ENVX,Enovix,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Enovix ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LYNAS FPO [LYC].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
LYC.AX,F,Ford Motor Company,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Ford Motor Company ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LYNAS FPO [LYC].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
LYC.AX,FCX,Freeport-McMoRan,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Freeport-McMoRan ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LYNAS FPO [LYC].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
LYC.AX,FLNC,Fluence Energy,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Fluence Energy ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LYNAS FPO [LYC].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
LYC.AX,TSLA,Tesla,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Tesla ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie LYNAS FPO [LYC].,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
MA,AFRM,Affirm,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Affirm ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,AJG,Arthur J. Gallagher & Co.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Arthur J. Gallagher & Co. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,AMP,"Ameriprise Financial, Inc.",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Ameriprise Financial, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,AON,Aon plc,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Aon plc ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,ARES,Ares Management Corporation,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Ares Management Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,AXP,American Express,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,American Express ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,BAC,Bank of America Corporation,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Bank of America Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,BILL,"BILL Holdings, Inc.",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"BILL Holdings, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,BLK,"BlackRock, Inc.",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"BlackRock, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,BX,Blackstone Inc.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Blackstone Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,C,"Citigroup, Inc.",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Citigroup, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,CME,CME Group Inc.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,CME Group Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,COF,Capital One Financial Corporati,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Capital One Financial Corporati ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,COIN,Coinbase,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Coinbase ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,CRCL,"Circle Internet Group, Inc.",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Circle Internet Group, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,DLO,DLocal Limited,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,DLocal Limited ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,FICO,Fair Isaac Corporation,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Fair Isaac Corporation ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,FIS,Fidelity National Information S,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Fidelity National Information S ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,GDRX,"GoodRx Holdings, Inc.",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"GoodRx Holdings, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,GLOB,Globant S.A.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Globant S.A. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,GS,"Goldman Sachs Group, Inc. (The)",Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,"Goldman Sachs Group, Inc. (The) ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.",Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,HOOD,Robinhood,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Robinhood ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,ICE,Intercontinental Exchange Inc.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Intercontinental Exchange Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,JPM,JP Morgan Chase & Co.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,JP Morgan Chase & Co. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,KKR,KKR & Co. Inc.,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,KKR & Co. Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,PYPL,PayPal,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,PayPal ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,SOFI,SoFi,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,SoFi ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MA,V,Visa,Fintech / Payments / Crypto,7 - Finanzplattform / Payments,Fintech / Finanz-Ökosystem,Visa ist Teil des gleichen Themen-/Lieferkettenclusters 'Fintech / Payments / Crypto' wie Mastercard.,Mittel,"Zinsniveau, Regulierung, Kreditrisiko und Crypto-Volatilität beachten"
MBLY,AMD,AMD,AI / KI-Plattformen,8 - KI-Anwendung / Plattform,Ökosystem / Nachfrage,AMD ist Teil des gleichen Themen-/Lieferkettenclusters 'AI / KI-Plattformen' wie Mobileye Global Inc..,Hoch,"KI-Capex, Monetarisierung und Bewertungsniveau beobachten"
MBLY,AMZN,Amazon,AI / KI-Plattformen,8 - KI-Anwendung / Plattform,Ökosystem / Nachfrage,Amazon ist Teil des gleichen Themen-/Lieferkettenclusters 'AI / KI-Plattformen' wie Mobileye Global Inc..,Hoch,"KI-Capex, Monetarisierung und Bewertungsniveau beobachten"
MBLY,CRM,Salesforce,AI / KI-Plattformen,8 - KI-Anwendung / Plattform,Ökosystem / Nachfrage,Salesforce ist Teil des gleichen Themen-/Lieferkettenclusters 'AI / KI-Plattformen' wie Mobileye Global Inc..,Hoch,"KI-Capex, Monetarisierung und Bewertungsniveau beobachten"
MBLY,GOOG,Alphabet,AI / KI-Plattformen,8 - KI-Anwendung / Plattform,Ökosystem / Nachfrage,Alphabet ist Teil des gleichen Themen-/Lieferkettenclusters 'AI / KI-Plattformen' wie Mobileye Global Inc..,Hoch,"KI-Capex, Monetarisierung und Bewertungsniveau beobachten"
MBLY,GOOGL,Alphabet,AI / KI-Plattformen,8 - KI-Anwendung / Plattform,Ökosystem / Nachfrage,Alphabet ist Teil des gleichen Themen-/Lieferkettenclusters 'AI / KI-Plattformen' wie Mobileye Global Inc..,Hoch,"KI-Capex, Monetarisierung und Bewertungsniveau beobachten"
MBLY,META,Meta,AI / KI-Plattformen,8 - KI-Anwendung / Plattform,Ökosystem / Nachfrage,Meta ist Teil des gleichen Themen-/Lieferkettenclusters 'AI / KI-Plattformen' wie Mobileye Global Inc..,Hoch,"KI-Capex, Monetarisierung und Bewertungsniveau beobachten"
MBLY,MSFT,Microsoft,AI / KI-Plattformen,8 - KI-Anwendung / Plattform,Ökosystem / Nachfrage,Microsoft ist Teil des gleichen Themen-/Lieferkettenclusters 'AI / KI-Plattformen' wie Mobileye Global Inc..,Hoch,"KI-Capex, Monetarisierung und Bewertungsniveau beobachten"
MBLY,NOW,ServiceNow,AI / KI-Plattformen,8 - KI-Anwendung / Plattform,Ökosystem / Nachfrage,ServiceNow ist Teil des gleichen Themen-/Lieferkettenclusters 'AI / KI-Plattformen' wie Mobileye Global Inc..,Hoch,"KI-Capex, Monetarisierung und Bewertungsniveau beobachten"
MBLY,NVDA,NVIDIA,AI / KI-Plattformen,8 - KI-Anwendung / Plattform,Ökosystem / Nachfrage,NVIDIA ist Teil des gleichen Themen-/Lieferkettenclusters 'AI / KI-Plattformen' wie Mobileye Global Inc..,Hoch,"KI-Capex, Monetarisierung und Bewertungsniveau beobachten"
MBLY,ORCL,Oracle,AI / KI-Plattformen,8 - KI-Anwendung / Plattform,Ökosystem / Nachfrage,Oracle ist Teil des gleichen Themen-/Lieferkettenclusters 'AI / KI-Plattformen' wie Mobileye Global Inc..,Hoch,"KI-Capex, Monetarisierung und Bewertungsniveau beobachten"
MBLY,PLTR,Palantir,AI / KI-Plattformen,8 - KI-Anwendung / Plattform,Ökosystem / Nachfrage,Palantir ist Teil des gleichen Themen-/Lieferkettenclusters 'AI / KI-Plattformen' wie Mobileye Global Inc..,Hoch,"KI-Capex, Monetarisierung und Bewertungsniveau beobachten"
MBLY,SNOW,Snowflake,AI / KI-Plattformen,8 - KI-Anwendung / Plattform,Ökosystem / Nachfrage,Snowflake ist Teil des gleichen Themen-/Lieferkettenclusters 'AI / KI-Plattformen' wie Mobileye Global Inc..,Hoch,"KI-Capex, Monetarisierung und Bewertungsniveau beobachten"
MBLY,373220.KS,LG Energy Solution,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,LG Energy Solution ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Mobileye Global Inc..,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
MBLY,7203.T,TOYOTA MOTOR CORP,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,TOYOTA MOTOR CORP ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Mobileye Global Inc..,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
MBLY,AEVA,"Aeva Technologies, Inc.",Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,"Aeva Technologies, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Mobileye Global Inc..",Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
MBLY,ALB,Albemarle,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Albemarle ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Mobileye Global Inc..,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
MBLY,AUR,"Aurora Innovation, Inc.",Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,"Aurora Innovation, Inc. ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Mobileye Global Inc..",Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
MBLY,BHP,BHP,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,BHP ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Mobileye Global Inc..,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
MBLY,ENPH,Enphase Energy,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Enphase Energy ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Mobileye Global Inc..,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
MBLY,ENVX,Enovix,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Enovix ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Mobileye Global Inc..,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
MBLY,F,Ford Motor Company,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Ford Motor Company ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Mobileye Global Inc..,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
MBLY,FCX,Freeport-McMoRan,Batterien / Lithium / EV-Lieferkette,2 - Batterie / Rohstoffe / EV,Lieferkette / Rohstoffe / Endmarkt,Freeport-McMoRan ist Teil des gleichen Themen-/Lieferkettenclusters 'Batterien / Lithium / EV-Lieferkette' wie Mobileye Global Inc..,Mittel,"Rohstoffpreise, EV-Nachfrage und China-Wettbewerb beobachten"
